10011,Leeson,No,8,8,34,34,0.6369444444444444,0,0,0,0,0.1911111111111111,0,0.19611111111111112,0,0,0,0,0,0,0,0,0.2497222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10021,xx,No,132,130,89,190,1.6508333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9786111111111111,0.6722222222222223,0,0
10050,ChenDang,No,8,3,6,6,0.39611111111111114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39611111111111114,0,0,0,0
10052,Adam.chen,No,29,16,31,31,2.9425,0,0,0,0.16805555555555557,0.1386111111111111,0.041944444444444444,0.09305555555555556,0,0,0.12277777777777778,0,0,0,0.20805555555555555,0.18194444444444444,0.16555555555555557,0.04666666666666666,0.05611111111111111,0,0.6488888888888888,0,0.11083333333333334,0.20555555555555557,0.16527777777777777,0,0,0.34833333333333333,0.24083333333333334,0,0,0
10064,AndyXu,No,5,4,3,3,1.0163888888888888,0,0.7841666666666667,0.06027777777777778,0,0,0,0.02277777777777778,0,0,0.03666666666666667,0,0,0,0,0,0.08583333333333333,0.02666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10115,Robin,No,41,2,19,19,0.8144444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12472222222222222,0.5680555555555556,0.12166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0
10020,sera,No,177,173,121,207,5.715833333333333,0,0.10555555555555556,0.018611111111111113,0,0.028055555555555556,0.3086111111111111,0.06055555555555555,0,0,0,0,0,0,0,0,4.183055555555556,0.06833333333333333,0.08305555555555555,0,0.38749999999999996,0,0,0,0,0,0,0.08,0.39249999999999996,0,0,0
10162,Lilie,No,225,96,129,175,0.8911111111111111,0,0,0,0,0.6211111111111111,0,0.22777777777777777,0,0.021666666666666667,0,0,0,0,0,0,0.020555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10186,LalaMalla,No,164,107,0,0,0.08861111111111111,0,0,0,0,0,0,0,0,0.025833333333333333,0,0,0,0,0,0,0.06277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10519,AllenLi,No,27,27,0,0,2.6144444444444446,0,0,0,0,0.25666666666666665,0,0,0.04833333333333333,0,0,0,0,0.05527777777777778,0,0.055,0.18333333333333335,0,0,0,0.02888888888888889,0,0,0,0,0,0,0,0,0,1.9869444444444446,0
10541,seraph,No,4,2,0,0,1.4152777777777779,0,0,0.19027777777777774,0.045000000000000005,0,0,0.01972222222222222,0,0.016666666666666666,0,0,0.14277777777777778,0,0.024444444444444442,0,0.058055555555555555,0.3144444444444444,0,0,0,0,0,0.6038888888888889,0,0,0,0,0,0,0,0
10579,BagusAryo,No,117,101,30,30,8.815555555555555,0,0.33666666666666667,0.6875000000000001,0.042499999999999996,0,0.5774999999999999,0.33083333333333337,0,0.06305555555555556,0.09722222222222222,0,0,1.0002777777777778,0,1.3033333333333335,0,0.8433333333333333,0.13361111111111112,0.02666666666666667,0.39499999999999996,1.6852777777777779,0,0.026944444444444444,0,0.2361111111111111,0,0,1.0297222222222222,0,0,0
10608,Linda,Yes,3414,2949,1840,4581,74.10027777777778,0,3.031388888888889,3.408888888888889,0,0.3675,0,0.5791666666666666,7.63861111111111,4.508611111111112,6.7347222222222225,3.112222222222222,4.067500000000001,2.2369444444444446,5.016944444444445,3.1927777777777777,4.279166666666667,4.0275,0,3.5316666666666667,3.9499999999999993,0,3.313055555555555,0,2.5766666666666667,4.388055555555556,4.138888888888888,0,0,0,0,0
10620,Awin,No,123,118,139,239,3.849444444444445,0,0,0.5341666666666667,0.13444444444444442,0.037222222222222226,0.9044444444444445,0,0.7169444444444445,0.2122222222222222,0,0.05416666666666667,0.07361111111111111,0,0.19444444444444445,0,0,0.02,0,0.3716666666666667,0.39444444444444443,0,0,0.08888888888888889,0,0.029166666666666667,0,0,0.08361111111111111,0,0,0
10656,Michael Shu,No,103,92,41,45,20.12083333333333,0,0,0,0,0,0,0,0,0.5433333333333333,0,0,0,0,0,0,0,4.470555555555555,3.013611111111111,3.1449999999999996,3.6911111111111112,2.7669444444444444,1.4024999999999999,0.9636111111111111,0.05333333333333334,0,0,0,0.07083333333333333,0,0,0
10844,Michelle Ferd,No,1138,1048,157,981,31.22361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.486666666666666,8.358333333333333,0,0,4.486944444444444,0,0,0,0,0,2.572222222222222,3.4333333333333336,3.946111111111111,3.9400000000000004,0
10854,Fahri Azmi,No,140,49,126,283,14.208333333333334,0,0,0,0,0,0,6.326666666666667,3.335,0,0,0,0,0,0,0,0,4.495555555555556,0,0,0,0,0,0,0,0,0,0,0.03111111111111111,0.02,0,0
